Title,Company,Ratings,Experience,Salary,Location,Job_Post_History,Skills,Description
Data Engineer,Accolite Software India Pvt Ltd,3.6,2-6 Yrs,Not disclosed,"Gurgaon/Gurugram, Bangalore/Bengaluru",30+ Days Ago,"['Solution architecture', 'development testing', 'Disaster recovery', 'Architectural design', 'Design development', 'Archiving', 'Data analytics', 'Technical architecture']", Ensure compliance with the architecture through team oversight Advise on hardware / inf...
Hiring For Data Engineer- Kolkata / Bangalore,Crisil,3.8,5-10 Yrs,"10,00,000 - 20,00,000 PA.","Kolkata, Bangalore/Bengaluru",4 Days Ago,"['Hive', 'Hadoop', 'Github']"," Bachelors, MS or PhD in a relevant field (Computer Science, Engineering, Statistics, Ph..."
Data Engineer: Big Data,IBM,4.1,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,"['IT Skills', 'Python', 'DevOps', 'Azure', 'Data migration', 'github', 'Version control', 'microsoft']", Be involved in data engineering activities like Creating pipelines / workflows for Sour...
Big Data Engineer,Dell Technologies,4.2,8-12 Yrs,Not disclosed,"Hyderabad/Secunderabad, Bangalore/Bengaluru",30+ Days Ago,"['Big Data Platforms', 'Greenplum', 'Teradata', 'Python', 'Snowflake', 'Hadoop', 'Databricks', 'Big Data']", 8 to 12 years of professional experience with a Bachelors DegreeHere s what we are look...
Data Engineer III,Walmart,4.2,4-7 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,"['NoSQL', 'GCP', 'MySQL', 'Schema', 'SCALA', 'Sensors', 'Continuous improvement', 'big data']"," Become proficient of multi-tenancy, resource isolation, abuse prevention, self-serve de..."
Data Engineer II,Philips,4,3-6 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,"['Core Java', 'data engineer ii', 'RDBMS', 'Idea generation', 'Analytical', 'QMS', 'Agile', 'Technology solutions']", You are responsible for Design and develop project prototypes and solutions. Participat...
Data Engineer: Big Data,IBM,4.1,4-8 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,"['Cloud computing', 'Core Java', 'Interpersonal skills', 'Hadoop', 'SCALA', 'Programming', 'big data', 'Unix shell scripting']", Minimum 4 years of experience in Java and multi-threading programming Minimum 4 years o...
Microsoft Modern Data Platform Data Platform Engineer,Accenture,4.1,4-6 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,"['verbal', 'Troubleshooting', 'Power BI', 'Datalake Azure', 'written', 'Microsoft Modern Data Platform', 'SQL', 'Databricks']", Project Role : Digital Data Engineering Practitioner Project Role Description : Develop...
Data Engineer,Siemens,4.2,3-4 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,"['Unix', 'Computer science', 'Data migration', 'Data modeling', 'RDBMS', 'Database design', 'Informatica', 'Teradata']", Well-versed in relational database design and experience with processing and managing l...
SDE III | Data Engineer | Data & Analytics,Grofers,3.9,6-8 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,"['Customer Service', 'Technology', 'Data Structures', 'Scala', 'Big Data', 'Monitoring And Logging', 'Supply Chain Management', 'Distributed Systems']"," Bachelor s and / or Master s degree in CS, or equivalent experienceExperience leading p..."
Big Data Engineer,Impetus,3.8,2-5 Yrs,Not disclosed,"Noida, Indore, Bengaluru, Gurugram",7 Days Ago,"['Python', 'Autosys', 'Communication', 'SparkQL', 'Shell script', 'Spark', 'Oozie', 'Dataframe']", Degree Graduates / Postgraduate in CSE or related field5 Years of experienceGood Knowle...
Data Engineer,Vmware,4.3,3-6 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,"['data analysis', 'Kafka', 'ETL', 'MapReduce', 'performance tuning', 'Cassandra', 'SQLServer', 'Sqoop']", Build scalable data pipelines for both real time and batch using best practices in data...
Data Analytics Engineer,Fractal Analytics,4.1,4-8 Yrs,Not disclosed,"Mumbai, Gurgaon/Gurugram, Bangalore/Bengaluru",30+ Days Ago,"['Computer science', 'customer analytics', 'Machine learning', 'Control-M', 'Apache', 'AWS', 'Analytics', 'SQL']"," Experience implementing Redshift on AWS or any one of Databricks on AWS, or Snowflake o..."
Staff Data Engineer,Visa,4.1,10-15 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,"['object oriented programming', 'Spark', 'Java', 'HDFS', 'MapReduce', 'architecture', 'Unix', 'data structures']", At least 5 years of hands-on experience in object oriented programming languages such a...
Data Engineer- Allianz,Allianz Technology,4.4,2-7 Yrs,Not disclosed,"Pune, Trivandrum/Thiruvananthapuram",1 Day Ago,"['python', 'spark', 'R Program', 'hive', 'hdfs', 'hadoop', 'impala', 'machine learning']", Roles and Responsibilities 2-7 years of experience in developing scalable solutions usi...
Data Engineer,Nokia,4.3,3-5 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,"['Mining', 'Bloomberg', 'Data modeling', 'GCP', 'Analytical', 'Machine learning', 'Operations', 'Technical support']", In this position you will be responsible for developing and managing the next generatio...
Data Engineer,Schneider Electric,4.2,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,"['Business objects', 'SAS', 'XML', 'Javascript', 'Data collection', 'Data quality', 'SPSS', 'microsoft']", Design data model or Expand existing data models with new features based on business fe...
Azure Data Engineer,Tech Mahindra,3.7,5-8 Yrs,"15,00,000 - 25,00,000 PA.","Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru",30+ Days Ago,"['azure databricks', 'spark', 'ETL', 'REST API', 'Azure Data lake', 'Synapse', 'Devops', 'Scala']", Notice Period- Immediate to 30 days Primary skills:Experience of at least 5+ Yrs as an ...
Big Data Developer / Engineer,Cyient,3.7,7-12 Yrs,Not disclosed,"Noida, Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru",30+ Days Ago,"['IT Skills', 'Python', 'Elastic Search', 'Big Data', 'AWS', 'Tableau', 'Power BI', 'Linux']", Education Qualifications: B.Tech /BE from CS/IT or any other Engineering branch with th...
Staff Data Engineer,Visa,4.1,8-12 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,"['REST APIs', 'Kafka', 'Stash', 'data structures', 'Angular', 'Big Data', 'Jenkins', 'Postgres']"," Develop code and mentor junior developers to ensure delivery on time, within budget, an..."
Staff Data Engineer,Visa,4.1,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,"['IT Skills', 'Java', 'Machine Learning', 'Cloud', 'Big Data', 'Core Java', 'Scala', 'Data Structures']"," Bachelors in Computer Science, or Information Systems or related fieldYou may have noti..."
Azure Data Engineer - Pyspark,Genpact,4,NA,Not disclosed,,17 Days Ago,"['azure databricks', 'pyspark', 'python', 'sql']"," Very good data engineering mindset to build, maintain pipelines, and ability to closely..."
Data Architecture and Engineer,Capco,3.9,12-15 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,"['Finance', 'Cloud', 'Big Data', 'Data Analysis', 'Data Architecture', 'Data Analytics', 'Etl', 'Data Governance']", Should carry good understanding of platform modernisation (cloud journey) and related c...
Scala data engineer,Capco,3.9,3-8 Yrs,Not disclosed,"Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru, Mumbai (All Areas)",18 Days Ago,"['SCALA', 'Azure Data Factory', 'Azure Databricks']", Roles and Responsibilities Desired Candidate Profile Perks and Benefits
Data Engineer: Data Warehouse,IBM,4.1,4-8 Yrs,Not disclosed,Bangalore/Bengaluru,19 Days Ago,"['Performance tuning', 'Interpersonal skills', 'Time management', 'Agile', 'Database', 'Data structures', 'Application development', 'Teradata']", Minimum 4 years of experience in IT Industry Required Technical and Professional Expert...
Data Engineer II,Uber,4.1,1-4 Yrs,Not disclosed,Bangalore/Bengaluru,21 Days Ago,"['Backend', 'data engineer ii', 'Programming', 'Data processing', 'Data quality', 'Customer experience', 'Object oriented programming', 'Analytics']", The Data Intelligence Platform team is responsible for the designing core foundational ...
Big Data Engineer with AWS,Adecco India Private Limited  ,4.1,6-11 Yrs,"19,00,000 - 34,00,000 PA.","Pune, Chennai, Bangalore/Bengaluru",22 Days Ago,"['Snowflake', 'Data Warehouse', 'Spark', 'Redshift', 'Python', 'IT Skills', 'Java', 'Cloud']"," Roles and Responsibilities Job Description: Work experience on AWS systems such as EMR,..."
Data Engineer,Siemens,4.2,5-8 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,"['Supply chain', 'Business services', 'Performance tuning', 'Root cause analysis', 'metadata', 'GIT', 'Project management', 'Data structures']", Gather and analyze metrics from both operating systems and applications to assist in pe...
Hiring For Data Engineer,Adobe,4.2,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,"['Linux', 'NoSQL', 'Big Data', 'written communication', 'Amazon AWS', 'Microsoft Azure', 'Data Modeling', 'Hadoop']", Desired Candidate Profile 3-5+ years of professional software engineering3-5 years of s...
Cloud Data Engineer,Capco,3.9,4-8 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,"['Industry research', 'NoSQL', 'cassandra', 'Cloud', 'Agile', 'Cosmos', 'Continuous improvement', 'Apache']"," Selecting and integrating data tools, and frameworks, required to provide meaningful va..."
Data Engineer,Genpact,4,4-9 Yrs,Not disclosed,Bangalore/Bengaluru,23 Days Ago,"['Azure Databricks', 'azure data factory', 'Azure data engineer', 'Data Lake Storage', 'hive', 'DatabricksETL', 'data analysis', 'Data lake']", Genpact Urgent Hiring: Inviting people for the exciting role of Data Engineer & Data Ar...
Staff Data Engineer,Visa,4.1,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,"['IT Skills', 'Java', 'DevOps', 'Product Management', 'Hive', 'Design Patterns', 'Data Structures', 'Finance']", At least 5+ years of hands-on experience in object oriented programming languages such ...
Data Engineer III,Walmart,4.2,3-7 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,"['Supply chain', 'Computer science', 'data science', 'GCP', 'Analytical', 'Machine learning', 'Agile', 'Merchandising']"," Your Responsibility Working with and extracting value from large, disconnected and/or u..."
Staff Data Engineer,Visa,4.1,8-12 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,"['Hibernate', 'Core Java', 'jQuery', 'Compliance', 'Db2', 'XML', 'MySQL', 'Javascript']", Bachelor or Master degree in computer science or related fieldTrack and coordinate all ...
Principal Data Engineer,Visa,4.1,15-20 Yrs,Not disclosed,Bangalore/Bengaluru,24 Days Ago,"['Unix', 'Hibernate', 'jQuery', 'Linux', 'XML', 'MySQL', 'Javascript', 'J2Ee']"," Mentor, coach, lead and motivate a high performing team of senior engineers, lead engin..."
Azure Data Engineer,Callesto International Pvt Ltd,4.1,NA,"5,00,000 - 14,00,000 PA.",,25 Days Ago,"['Pyspark', 'Agile', 'Data Factory', 'Bricks', 'SDLC', 'IT Skills', 'Azure', 'Azure Data Factory']"," Azure Data engineer (Uk Timing) Must Have _ Pyspark ( Data Factory , synapse Data Brick..."
Data Modeling Techniques and Methodologies Data Platform Engineer,Accenture,4.1,12-15 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,"['Data Engineering', 'Data Architecture Principles', 'Modeling', 'Data Vault Modeling', 'Graph DB modeling', 'No SQL Data Modeling', 'Data Modeling', 'Cloud Design']", Professional Attributes : a Strong requirement analysis and technical solutioning skill...
Data Engineer,Schneider Electric,4.2,4-6 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,"['Data Architect', 'Data Engineer', 'Spark', 'Informatica', 'Etl', 'Aws', 'Sql Queries', 'Python']"," Good Knowledge of AWS architecture (S3, Redshift ) Good knowledge on Relational databas..."
Principal Data Engineer,Zeta Inc.,3.9,4-8 Yrs,Not disclosed,"Hyderabad/Secunderabad, Bangalore/Bengaluru",26 Days Ago,"['PCI DSS', 'Backend', 'Coding', 'Bfsi', 'SOC', 'Analytical', 'ISO 27001', 'SQL']"," What is the Job like Design, develop maintain data platform services for varied use cas..."
Data Solutions Engineer,Razorpay,4.1,1-3 Yrs,Not disclosed,Bangalore/Bengaluru,26 Days Ago,"['python', 'spark', 'hive', 'kafka', 'big data']"," You should have good hands-on experience in designing, implementing, and operating stab..."
Big Data Engineer | UK TIER 2 Visa(Sponsor Visa),SR UTILITY SOLUTIONS INDIA PRIVATE LIMITED ,4.1,6-11 Yrs,Not disclosed,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",26 Days Ago,"['Shell Scripting', 'Big Data', 'Kafka', 'Jenkins', 'SCALA', 'Spark', 'HDFS', 'Java']"," working experience on SPARK, SCALA is mandatory and Database exposure is mustHadoop / B..."
Data Engineer,Redian Software Private Limited,3.9,4-8 Yrs,"5,00,000 - 13,00,000 PA.","Chennai, Bangalore/Bengaluru",27 Days Ago,"['Pyspark', 'Github', 'Cicd Pipeline', 'AWS', 'azure', 'Datalake', 'Data analysis', 'CI / CD']"," AWS, EMR, Pyspark, Azure, Datalake, Databrick, SQL, Datawarehousing, Data Engineer, Had..."
Aws Data Engineer - Remote / Bangalore,Imgapti Tech Solutions Pvt. Ltd. ,3.9,NA,"14,00,000 - 20,00,000 PA.",,30+ Days Ago,"['Databricks', 'Spark', 'Redshift', 'Python', 'IT Skills', 'Redshift Aws']", Python Redshift or Spark or Databricks Notice Period should be less than 30 days
Staff Data Engineer,Visa,4.1,2-6 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,"['Unix', 'Computer science', 'Automation', 'Core Java', 'Coding', 'Db2', 'Oracle', 'Operations']", Job Description Translate business requirements and source system understanding into te...
Data Engineer,Google,4.4,1-3 Yrs,Not disclosed,Bengaluru,30+ Days Ago,"['IT Skills', 'Python', 'Software Development', 'Data Science', 'Cloud', 'Big Data', 'Computer science', 'Business process']"," Bachelors degree in Computer Science or related technical field, or equivalent practica..."
Data Engineer,Schneider Electric,4.2,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,"['hive', 'Automation', 'spark', 'Cloud', 'Debugging', 'big data', 'AWS', 'Monitoring']", At least 5 years experience in software development with minimum of 3 years as data eng...
Cloud Data Engineer,IHS Markit,4.1,5-7 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,"['CI / CD', 'Azure', 'DevOps', 'Apache Kafka', 'Amazon Kinesis', 'GCP', 'Hadoop', 'Spark']", Working level knowledge of AWS / Azure/GCP (AWS is preferred) Fluent knowledge of Polis...
Azure Data Engineer,KPMG,3.7,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,"['Azure Data Factory', 'Java', 'Analysis Services', 'C #', 'Cloud', 'Data Engineer', 'Azure Data Lake', 'Azure Databricks']"," Proficient in any object-oriented/ functional scripting languages: Java, Python, C# etc..."
Lead Data Analyst,Bidgely Technologies Private Limited,3.8,5-10 Yrs,Not disclosed,"United States (USA), Bangalore/Bengaluru",30+ Days Ago,"['Data Science', 'Project Management', 'Computer Science', 'Data Analyst', 'Ab Testing', 'Machine Learning', 'Statistics', 'Analytics']", The Analytics and Insights Group (AIG) is part of the Data Science function and focuses...
BI Data Engineer,Thomson Reuters,4.3,2-4 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,"['Computer science', 'Automation', 'NoSQL', 'Architecture', 'Data modeling', 'Scrum', 'Taxation', 'Oracle']", Bachelor s in computer science or equivalent work experienceShould have hands on experi...
Java + Big Data Engineer,KPMG,3.7,3-5 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,"['Core Java', 'Data Quality', 'Software Development', 'Design Patterns', 'Object - Oriented Design', 'Data Structures', 'Big Data', 'Spark']", Minimum 3-5 years of experience developing scalable and distributed systems in core Jav...
Data Engineer - Azure,KPMG,3.7,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,"['Azure Data Factory', 'Java', 'Analysis Services', 'Data Engineer', 'Azure Data Lake', 'Data Architecture', 'Etl', 'Python']", Should have exposure to client facing roles Proficient in any object-oriented/ function...
Python + Big Data Engineer,KPMG,3.7,2-7 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,"['Etl Tool', 'Nosql', 'Design Patterns', 'Data Structures', 'Hadoop', 'Big Data Engineer', 'Spark', 'Data Processing']"," Good understanding of Big data ecosystems and frameworks such as Hadoop, Spark etc. Exp..."
Data Engineer-Azure,Siemens,4.2,2-3 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,"['Computer science', 'RDBMS', 'Database design', 'Schema', 'Data quality', 'Informatica', 'Teradata', 'Monitoring']"," Experience in conventional DB technologies (RDBMS, Object Oriented) Experience in using..."
Data Engineer / Big Data Engineer,Fractal Analytics,4.1,3-7 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,"['Unix', 'Automation', 'Consulting', 'J2Ee', 'Application development', 'Virtualization', 'SDLC', 'Analytics']", A bachelors degree in engineering or related field with 3 to 7 years of technology expe...
Data Engineer,Morgan Stanley,3.9,3-8 Yrs,Not disclosed,Bangalore/Bengaluru,2 Days Ago,"['Unix', 'Db2', 'Shell scripting', 'Application development', 'Informatica', 'Teradata', 'Business intelligence', 'SyBase']", Experience in Multi-Parallel Processing (MPP) database or Teradata / Redshift / Greenpl...
Data Engineer: Master Data Management,IBM,4.1,12-15 Yrs,Not disclosed,Bangalore/Bengaluru,3 Days Ago,"['Master data management', 'IT infrastructure', 'Informatica', 'Technology solutions', 'Data warehousing', 'Informatica MDM', 'Data Warehouse', 'ActiveVOS']"," Your Role and Responsibilities Working with one or more of the following: BI, Data Ware..."
Data Engineer: Enterprise Content Management,IBM,4.1,4-8 Yrs,Not disclosed,Bangalore/Bengaluru,3 Days Ago,"['Java web services', 'Application development', 'Asset management', 'Enterprise content management', 'SQL', 'HTML5', 'Rest API s', 'OpenText']", Proficient in OpenText Process Suite BPM and having knowledge to design and develop the...
